language_edition,occupation,represented_entities,cohort_group_entities,language_represented_entities,cohort_total_entities,cohort_group_share_pct,language_group_share_pct,representation_rate_pct,representation_index
dawiki,Deputy Lieutenant,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,Dissent,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,Divan poet,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,Front Palace,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,Glosser,0,4,568,14377,0.03,0.0,0.0,0.0
dawiki,Guslar,0,3,568,14377,0.02,0.0,0.0,0.0
dawiki,Hofrat,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,Hovrättsråd,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,Justiciar,0,2,568,14377,0.01,0.0,0.0,0.0
dawiki,Kammermohr,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,Kannushi,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,Kokugaku scholar,0,3,568,14377,0.02,0.0,0.0,0.0
dawiki,Komminister,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,Kugyō,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,Kämmerer,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,Landaman,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,Liedermacher,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,Methodist local preacher,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,Minifundia,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,Mohel,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,Oberamtmann,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,Q106887414,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,Q108439375,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,Q11071934,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,Q11496906,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,Q11569980,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,Q118732656,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,Q12786593,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,Q132561893,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,Q132907677,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,Q137178806,0,15,568,14377,0.1,0.0,0.0,0.0
dawiki,Q137178813,0,2,568,14377,0.01,0.0,0.0,0.0
dawiki,Q1411233,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,Q1796848,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,Q25524195,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,Q28950950,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,Q42296462,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,Q48976409,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,Q52008294,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,Q55092218,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,Q866195,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,Rangaku scholar,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,Revivalist,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,Schulrat,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,Theaterintendant,0,2,568,14377,0.01,0.0,0.0,0.0
dawiki,Warraq,0,2,568,14377,0.01,0.0,0.0,0.0
dawiki,abbesse,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,abbé,0,8,568,14377,0.06,0.0,0.0,0.0
dawiki,able seaman,0,2,568,14377,0.01,0.0,0.0,0.0
dawiki,acteur amateur,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,acteur de kunqu,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,actuaire,0,3,568,14377,0.02,0.0,0.0,0.0
dawiki,administrateur,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,administrateur académique,0,2,568,14377,0.01,0.0,0.0,0.0
dawiki,administrateur colonial ou administratrice coloniale,0,3,568,14377,0.02,0.0,0.0,0.0
dawiki,administrateur de district,0,3,568,14377,0.02,0.0,0.0,0.0
dawiki,administrateur du gouvernement,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,adultère,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,agent administratif,0,3,568,14377,0.02,0.0,0.0,0.0
dawiki,agent colonial,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,agent commercial ou agente commerciale,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,agent des terres,0,2,568,14377,0.01,0.0,0.0,0.0
dawiki,agent immobilier,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,agent musical,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,agent économique,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,agroéconomiste,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,alchimiste,0,2,568,14377,0.01,0.0,0.0,0.0
dawiki,aliéniste,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,alpiniste,0,3,568,14377,0.02,0.0,0.0,0.0
dawiki,ambassadeur,0,5,568,14377,0.03,0.0,0.0,0.0
dawiki,amiral,0,2,568,14377,0.01,0.0,0.0,0.0
dawiki,ancien,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,angliciste,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,anthologiste,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,apiculteur ou apicultrice,0,8,568,14377,0.06,0.0,0.0,0.0
dawiki,apologète,0,6,568,14377,0.04,0.0,0.0,0.0
dawiki,apothicaire,0,3,568,14377,0.02,0.0,0.0,0.0
dawiki,apprenti maçon,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,arabisant ou arabisante,0,5,568,14377,0.03,0.0,0.0,0.0
dawiki,archevêque,0,3,568,14377,0.02,0.0,0.0,0.0
dawiki,archevêque titulaire,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,archidiaconé luthérien,0,2,568,14377,0.01,0.0,0.0,0.0
dawiki,arrangeur musical,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,artilleur,0,2,568,14377,0.01,0.0,0.0,0.0
dawiki,artisan ou artisane,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,artiste d'ukiyo-e,0,9,568,14377,0.06,0.0,0.0,0.0
dawiki,artiste interprète,0,3,568,14377,0.02,0.0,0.0,0.0
dawiki,artiste textile,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,ashik,0,8,568,14377,0.06,0.0,0.0,0.0
dawiki,assyriologue,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,astrologue,0,2,568,14377,0.01,0.0,0.0,0.0
dawiki,aumônier de prison,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,aumônier militaire,0,6,568,14377,0.04,0.0,0.0,0.0
dawiki,aumônier militaire catholique,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,auteur comique,0,7,568,14377,0.05,0.0,0.0,0.0
dawiki,auteur de contes,0,2,568,14377,0.01,0.0,0.0,0.0
dawiki,auteur de dictionnaire,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,auteur de haïkus,0,21,568,14377,0.15,0.0,0.0,0.0
dawiki,auteur de livre de cuisine,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,auteur de livres de prières,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,auteur de livres jeunesse,0,5,568,14377,0.03,0.0,0.0,0.0
dawiki,auteur de manuel,0,4,568,14377,0.03,0.0,0.0,0.0
dawiki,auteur de poésie ci,0,13,568,14377,0.09,0.0,0.0,0.0
dawiki,auteur-compositeur-interprète,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,aviateur ou aviatrice,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,avocat,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,bailli,0,2,568,14377,0.01,0.0,0.0,0.0
dawiki,balnéologue,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,baltisant,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,bandit de grand chemin,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,barbier,0,2,568,14377,0.01,0.0,0.0,0.0
dawiki,barbier chirurgien,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,barde,0,2,568,14377,0.01,0.0,0.0,0.0
dawiki,berger ou bergère,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,bertsolari,0,5,568,14377,0.03,0.0,0.0,0.0
dawiki,bibliographe,0,19,568,14377,0.13,0.0,0.0,0.0
dawiki,bibliothécaire de droit,0,6,568,14377,0.04,0.0,0.0,0.0
dawiki,bibliste,0,4,568,14377,0.03,0.0,0.0,0.0
dawiki,bienfaiteur ou bienfaitrice,0,2,568,14377,0.01,0.0,0.0,0.0
dawiki,bijoutier,0,2,568,14377,0.01,0.0,0.0,0.0
dawiki,bohémiste,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,boucher ou bouchère,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,bourgmestre,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,bourrelier,0,2,568,14377,0.01,0.0,0.0,0.0
dawiki,bouteiller,0,2,568,14377,0.01,0.0,0.0,0.0
dawiki,bronzier ou bronzière,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,bureaucrate,0,3,568,14377,0.02,0.0,0.0,0.0
dawiki,bushi,0,4,568,14377,0.03,0.0,0.0,0.0
dawiki,béguine,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,cacique,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,cadet,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,cadi,0,6,568,14377,0.04,0.0,0.0,0.0
dawiki,cafetier,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,caissier ou caissière,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,calligraphe,0,63,568,14377,0.44,0.0,0.0,0.0
dawiki,cantor,0,9,568,14377,0.06,0.0,0.0,0.0
dawiki,capitaine de navire,0,2,568,14377,0.01,0.0,0.0,0.0
dawiki,caricaturiste,0,7,568,14377,0.05,0.0,0.0,0.0
dawiki,carrier,0,2,568,14377,0.01,0.0,0.0,0.0
dawiki,cartographe maritime,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,cartographe militaire,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,cartomancien,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,cathedral preacher,0,2,568,14377,0.01,0.0,0.0,0.0
dawiki,catéchiste,0,3,568,14377,0.02,0.0,0.0,0.0
dawiki,cavalier,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,cavalier de dressage,0,2,568,14377,0.01,0.0,0.0,0.0
dawiki,caviste,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,censeur,0,6,568,14377,0.04,0.0,0.0,0.0
dawiki,censeur royal,0,4,568,14377,0.03,0.0,0.0,0.0
dawiki,chanoine,0,35,568,14377,0.24,0.0,0.0,0.0
dawiki,chanoine ad honorem,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,chansonnier,0,34,568,14377,0.24,0.0,0.0,0.0
dawiki,chanteur folk,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,chapelain,0,7,568,14377,0.05,0.0,0.0,0.0
dawiki,chapelier ou chapelière,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,chargé ou chargée de cours,0,2,568,14377,0.01,0.0,0.0,0.0
dawiki,charpentier ou charpentière,0,4,568,14377,0.03,0.0,0.0,0.0
dawiki,charron,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,chasseur d'esclaves,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,chasseur ou chasseresse,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,chef cuisinier ou chef cuisinière,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,chef de groupe musical,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,chef de police,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,chef ou cheffe d'entreprise,0,2,568,14377,0.01,0.0,0.0,0.0
dawiki,chef ou cheffe de chœur,0,8,568,14377,0.06,0.0,0.0,0.0
dawiki,chef religieux,0,9,568,14377,0.06,0.0,0.0,0.0
dawiki,cheikh,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,chercheur indépendant,0,8,568,14377,0.06,0.0,0.0,0.0
dawiki,chercheur médical,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,chercheur ou chercheuse,0,2,568,14377,0.01,0.0,0.0,0.0
dawiki,chevalier,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,chirurgien-dentiste,0,2,568,14377,0.01,0.0,0.0,0.0
dawiki,chroniqueur ou chroniqueuse,0,22,568,14377,0.15,0.0,0.0,0.0
dawiki,church writer,0,29,568,14377,0.2,0.0,0.0,0.0
dawiki,circuit rider,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,city manager,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,classical oboist,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,claveciniste,0,6,568,14377,0.04,0.0,0.0,0.0
dawiki,clerc anglican,0,2,568,14377,0.01,0.0,0.0,0.0
dawiki,clerc catholique,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,clerc catholique romain,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,clerc municipal,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,clergé réfractaire,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,clerk,0,3,568,14377,0.02,0.0,0.0,0.0
dawiki,coadjuteur,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,coiffeur ou coiffeuse,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,collecteur de poésie populaire,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,collecteur de tradition orale,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,collecteur ou collectrice de chanson traditionnelle,0,4,568,14377,0.03,0.0,0.0,0.0
dawiki,collectionneur d'antiquités,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,collectionneur ou collectionneuse zoologique,0,2,568,14377,0.01,0.0,0.0,0.0
dawiki,colonel,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,colporteur,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,commentateur,0,5,568,14377,0.03,0.0,0.0,0.0
dawiki,commerçant ou commerçante,0,6,568,14377,0.04,0.0,0.0,0.0
dawiki,commis,0,2,568,14377,0.01,0.0,0.0,0.0
dawiki,commissaire,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,commissaire chargeur,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,commissaire de la marine,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,commissaire de police,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,commissaire des guerres,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,commissaire-priseur,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,compilateur ou compilatrice,0,18,568,14377,0.13,0.0,0.0,0.0
dawiki,compositeur d'opéra,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,comptable,0,7,568,14377,0.05,0.0,0.0,0.0
dawiki,comte ou comtesse,0,2,568,14377,0.01,0.0,0.0,0.0
dawiki,comtesse,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,concepteur de chaussures,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,condottiere,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,confesseur,0,4,568,14377,0.03,0.0,0.0,0.0
dawiki,confucianiste,0,3,568,14377,0.02,0.0,0.0,0.0
dawiki,conférencier ou conférencière,0,2,568,14377,0.01,0.0,0.0,0.0
dawiki,connaisseur,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,conseil municipal,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,conseiller de gouvernement,0,3,568,14377,0.02,0.0,0.0,0.0
dawiki,conseiller du roi,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,conseiller juridique,0,4,568,14377,0.03,0.0,0.0,0.0
dawiki,conseiller municipal,0,2,568,14377,0.01,0.0,0.0,0.0
dawiki,conseiller ou conseillère,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,conseiller ou conseillère politique,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,conseiller royal,0,13,568,14377,0.09,0.0,0.0,0.0
dawiki,conservateur ou conservatrice de musée,0,7,568,14377,0.05,0.0,0.0,0.0
dawiki,constructeur naval,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,consul,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,conteur de contes de fées,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,conteur ou conteuse,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,contre-révolutionnaire,0,2,568,14377,0.01,0.0,0.0,0.0
dawiki,copiste,0,4,568,14377,0.03,0.0,0.0,0.0
dawiki,cordier,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,cordonnier ou cordonnière,0,10,568,14377,0.07,0.0,0.0,0.0
dawiki,correspondant local ou correspondante locale de presse,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,correspondant ou correspondante de guerre,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,corrégidor,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,court poet,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,courtier négociant,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,courtisan,0,10,568,14377,0.07,0.0,0.0,0.0
dawiki,courtisane,0,4,568,14377,0.03,0.0,0.0,0.0
dawiki,critique gastronomique,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,créateur ou créatrice de marionnettes,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,cuisinier ou cuisinière,0,2,568,14377,0.01,0.0,0.0,0.0
dawiki,curé,0,108,568,14377,0.75,0.0,0.0,0.0
dawiki,custode,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,danseur ou danseuse,0,9,568,14377,0.06,0.0,0.0,0.0
dawiki,danseur ou danseuse classique,0,6,568,14377,0.04,0.0,0.0,0.0
dawiki,dantiste,0,2,568,14377,0.01,0.0,0.0,0.0
dawiki,daoshi,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,demoiselle d'honneur,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,dessinateur ou dessinatrice  de carte,0,4,568,14377,0.03,0.0,0.0,0.0
dawiki,dessinateur ou dessinatrice humoristique,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,diacre catholique,0,14,568,14377,0.1,0.0,0.0,0.0
dawiki,diplomatician,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,directeur de banque,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,directeur de cabinet,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,directeur littéraire,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,directeur ou directrice,0,5,568,14377,0.03,0.0,0.0,0.0
dawiki,directeur ou directrice artistique,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,directeur ou directrice d'école,0,17,568,14377,0.12,0.0,0.0,0.0
dawiki,directeur ou directrice de pensionnat,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,diseur de bonne aventure,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,domestique,0,6,568,14377,0.04,0.0,0.0,0.0
dawiki,doreur ou doreuse,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,doyen,0,7,568,14377,0.05,0.0,0.0,0.0
dawiki,doyen du chapitre,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,drogman,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,défenseur,0,4,568,14377,0.03,0.0,0.0,0.0
dawiki,employé ou employée d'organisme public,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,enfant acteur,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,enlisted navy sailor,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,enlumineur,0,5,568,14377,0.03,0.0,0.0,0.0
dawiki,enseignant de gymnasium,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,enseigne,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,entrepreneur en bâtiment,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,envoyé,0,2,568,14377,0.01,0.0,0.0,0.0
dawiki,ermite,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,esclave,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,escrimeur ou escrimeuse,0,3,568,14377,0.02,0.0,0.0,0.0
dawiki,escroc,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,ethnographe,0,10,568,14377,0.07,0.0,0.0,0.0
dawiki,exorciste,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,expert,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,exploitant ou exploitante agricole,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,exégète,0,3,568,14377,0.02,0.0,0.0,0.0
dawiki,fabricant d'instruments scientifiques,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,fabricant de globes,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,fabricant ou fabricante d'instruments de musique,0,2,568,14377,0.01,0.0,0.0,0.0
dawiki,facteur ou factrice,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,facteur ou factrice d'orgues,0,2,568,14377,0.01,0.0,0.0,0.0
dawiki,facteur ou factrice de pianos,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,faqîh,0,37,568,14377,0.26,0.0,0.0,0.0
dawiki,femme de lettres,0,14,568,14377,0.1,0.0,0.0,0.0
dawiki,femme de ménage,0,7,568,14377,0.05,0.0,0.0,0.0
dawiki,fermier général,0,2,568,14377,0.01,0.0,0.0,0.0
dawiki,feudataire,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,figure folklorique,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,folklore collector,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,fonctionnaire de la cour,0,2,568,14377,0.01,0.0,0.0,0.0
dawiki,fonctionnaire de la dynastie Qing,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,fonctionnaire de police,0,5,568,14377,0.03,0.0,0.0,0.0
dawiki,fonctionnaire municipal,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,fonctionnaire érudit,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,fondateur ou fondatrice,0,2,568,14377,0.01,0.0,0.0,0.0
dawiki,fondeur ou fondeuse,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,fondeur ou fondeuse de caractères,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,footballeur ou footballeuse,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,forgeron de lames,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,forgeron ou forgeronne,0,3,568,14377,0.02,0.0,0.0,0.0
dawiki,formateur ou formatrice pour adultes,0,4,568,14377,0.03,0.0,0.0,0.0
dawiki,fruiticulteur,0,2,568,14377,0.01,0.0,0.0,0.0
dawiki,frère,0,22,568,14377,0.15,0.0,0.0,0.0
dawiki,frère ou sœur laie,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,garde du corps,0,3,568,14377,0.02,0.0,0.0,0.0
dawiki,gardien,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,gentry,0,2,568,14377,0.01,0.0,0.0,0.0
dawiki,gesakusha,0,5,568,14377,0.03,0.0,0.0,0.0
dawiki,gnomoniste,0,2,568,14377,0.01,0.0,0.0,0.0
dawiki,goguettier,0,8,568,14377,0.06,0.0,0.0,0.0
dawiki,gondolier,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,gouverneur,0,5,568,14377,0.03,0.0,0.0,0.0
dawiki,grand prêtre,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,grand sénéchal de Suède,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,graphiste,0,2,568,14377,0.01,0.0,0.0,0.0
dawiki,graveur ou graveuse de sceau,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,graveur sur bois,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,graveur sur verre,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,greffier,0,2,568,14377,0.01,0.0,0.0,0.0
dawiki,guide,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,guitariste,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,guérisseur ou guérisseuse,0,3,568,14377,0.02,0.0,0.0,0.0
dawiki,gynécologue,0,4,568,14377,0.03,0.0,0.0,0.0
dawiki,généalogiste,0,16,568,14377,0.11,0.0,0.0,0.0
dawiki,géodésiste,0,3,568,14377,0.02,0.0,0.0,0.0
dawiki,géomètre,0,12,568,14377,0.08,0.0,0.0,0.0
dawiki,hagiographe,0,14,568,14377,0.1,0.0,0.0,0.0
dawiki,harpiste,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,hattat,0,10,568,14377,0.07,0.0,0.0,0.0
dawiki,hautboïste,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,hazzan,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,helléniste,0,9,568,14377,0.06,0.0,0.0,0.0
dawiki,herboriste,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,hispaniste,0,4,568,14377,0.03,0.0,0.0,0.0
dawiki,historien du théâtre,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,historien local,0,18,568,14377,0.13,0.0,0.0,0.0
dawiki,historien moderniste,0,2,568,14377,0.01,0.0,0.0,0.0
dawiki,historien ou historienne de l'architecture,0,2,568,14377,0.01,0.0,0.0,0.0
dawiki,historien ou historienne de la médecine,0,14,568,14377,0.1,0.0,0.0,0.0
dawiki,historien ou historienne du culturel,0,3,568,14377,0.02,0.0,0.0,0.0
dawiki,historien ou historienne du droit,0,3,568,14377,0.02,0.0,0.0,0.0
dawiki,historien ou historienne du livre,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,historien ou historienne militaire,0,3,568,14377,0.02,0.0,0.0,0.0
dawiki,historien régionaliste,0,11,568,14377,0.08,0.0,0.0,0.0
dawiki,hiéromoine,0,4,568,14377,0.03,0.0,0.0,0.0
dawiki,homme de lettres,0,16,568,14377,0.11,0.0,0.0,0.0
dawiki,horloger,0,2,568,14377,0.01,0.0,0.0,0.0
dawiki,horticulteur ou horticultrice,0,10,568,14377,0.07,0.0,0.0,0.0
dawiki,huissier de justice,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,humaniste,0,2,568,14377,0.01,0.0,0.0,0.0
dawiki,humaniste de la Renaissance,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,humanitaire,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,humoriste,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,hungarologue,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,hébraïsant,0,3,568,14377,0.02,0.0,0.0,0.0
dawiki,héraldiste,0,9,568,14377,0.06,0.0,0.0,0.0
dawiki,iconographe,0,2,568,14377,0.01,0.0,0.0,0.0
dawiki,illustrateur ou illustratrice botanique,0,5,568,14377,0.03,0.0,0.0,0.0
dawiki,imitateur,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,imposteur,0,1,568,14377,0.01,0.0,0.0,0.0
dawiki,impresario,0,4,568,14377,0.03,0.0,0.0,0.0
dawiki,improvisateur ou improvisatrice,0,1,568,14377,0.01,0.0,0.0,0.0
